operator,amenity,layer,opening_hours,parking_type,Parking Station Name,Coordinates,Rate Zone,Zone Info,Location ID,Geometry Type,CenterPoint,CenterPoint_rad,Distance to Nearest,CenterPoint_tuple,Distance to Others
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9371332, 40.8181748], [-73.9374177, 40.8177739], [-73.936842, 40.817538], [-73.9365578, 40.8179353], [-73.9371332, 40.8181748]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93698775, 40.8178564]","[-1.290443875244214, 0.7124059877862395]",9.569657183980722,"(-73.93698775, 40.8178564)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9370246, 40.8163409], [-73.936582, 40.8161654], [-73.9367859, 40.8158493], [-73.9372289, 40.8160337], [-73.9370246, 40.8163409]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93690545, 40.8160951]","[-1.2904424388382396, 0.7123752473021242]",7.191563893459219,"(-73.93690545, 40.8160951)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
Fordham University,parking,N/A,N/A,surface,Unnamed,"[[-73.9842419, 40.7706963], [-73.9842019, 40.7706808], [-73.9841744, 40.7707179], [-73.9841116, 40.7706919], [-73.9840871, 40.770682], [-73.9840661, 40.7706736], [-73.9840219, 40.7706565], [-73.9842947, 40.7702934], [-73.9843437, 40.7703162], [-73.9843721, 40.7702758], [-73.9844709, 40.7703214], [-73.9844383, 40.7703663], [-73.9844739, 40.7703808], [-73.9842419, 40.7706963]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),142,LineString,"[-73.9842479, 40.77049685]","[-1.2912687204667004, 0.7115794077064767]",2.4285034664754233,"(-73.9842479, 40.77049685)","[0.5306616594154867, 0.05622363584023492, 0.05622363584023492, 0.35953354351998795, 0.3694257667301812, 0.5887346037566538, 0.3698535230580274, 0.5798615852315002, 0.37221322901343107]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9360363, 40.8168961], [-73.9362588, 40.8165805], [-73.9358067, 40.816398], [-73.9355873, 40.8167092], [-73.9360363, 40.8168961]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93592305, 40.81664705]","[-1.2904252927236681, 0.7123848806469306]",7.410671460938162,"(-73.93592305, 40.81664705)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9363022, 40.8156481], [-73.936048, 40.8160042], [-73.9356024, 40.815822], [-73.9358619, 40.8154648], [-73.9363022, 40.8156481]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.9359523, 40.815734500000005]","[-1.2904258032324742, 0.7123689536448415]",7.916709053395648,"(-73.9359523, 40.815734500000005)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9380143, 40.8170694], [-73.9373128, 40.8167819], [-73.9377062, 40.8162323], [-73.9384098, 40.8165251], [-73.9380143, 40.8170694]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93786130000001, 40.81665085]","[-1.290459121567895, 0.7123849469694422]",12.173962224903095,"(-73.93786130000001, 40.81665085)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9372502, 40.8171038], [-73.9366097, 40.8168387], [-73.9364987, 40.8169923], [-73.9371392, 40.8172574], [-73.9372502, 40.8171038]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93687445, 40.81704805]","[-1.2904418977861716, 0.712391879417231]",8.363337518295943,"(-73.93687445, 40.81704805)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9403778, 40.8124397], [-73.9402673, 40.8125959], [-73.9400899, 40.8125241], [-73.9398609, 40.8124313], [-73.9397977, 40.8124057], [-73.9396794, 40.8125729], [-73.9387671, 40.8122031], [-73.9390697, 40.8117756], [-73.9395367, 40.8119649], [-73.9398486, 40.8115242], [-73.9401914, 40.8116632], [-73.9400973, 40.811796], [-73.941027, 40.812173], [-73.9409679, 40.8122566], [-73.9408008, 40.8124926], [-73.9407452, 40.81247], [-73.9404416, 40.8123469], [-73.9403453, 40.8123079], [-73.9402801, 40.8124001], [-73.9403778, 40.8124397]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.93989705000001, 40.81206005]","[-1.2904946521081426, 0.7123048223941416]",29.782547030818503,"(-73.93989705000001, 40.81206005)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9401156, 40.8128207], [-73.9403778, 40.8124397], [-73.9404416, 40.8123469], [-73.9407452, 40.81247], [-73.9404179, 40.8129444], [-73.9401156, 40.8128207]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.9404304, 40.81264565]","[-1.2905039608217077, 0.7123150430422412]",5.217075438786204,"(-73.9404304, 40.81264565)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.941308, 40.8126262], [-73.9411376, 40.8125564], [-73.941265, 40.8123782], [-73.9409679, 40.8122566], [-73.941027, 40.812173], [-73.9410633, 40.8121188], [-73.9414671, 40.8122841], [-73.9413689, 40.8124215], [-73.9414349, 40.8124485], [-73.941308, 40.8126262]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),42,LineString,"[-73.9412175, 40.812372499999995]","[-1.2905176983082502, 0.7123102756753894]",3.7296712304374497,"(-73.9412175, 40.812372499999995)","[1.1301593203448068, 1.1759274853278063, 0.4045012185544071, 1.133426097717371, 1.1798381540506666, 0.40993805637626235, 0.1323586611411288, 0.10656459322543692, 0.02826596768300315, 0.02826596768300315, 0.21552359828167447, 0.10650789237169142, 0.4638755543488971, 0.5160911155484365, 0.6032241803789569, 0.13309807901564039, 0.11770135104619045, 0.007410671460938162, 0.03070011972170167, 0.22767580398904746, 0.11484938501118229, 0.4904692459414495, 0.5212546259732875, 0.606944032676986, 1.4040781578098576, 1.4261356034823034, 1.4102468386549254, 1.4296312509967284]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9365964, 40.8102077], [-73.9362593, 40.8100703], [-73.9364108, 40.8098576], [-73.9367461, 40.8099974], [-73.9365964, 40.8102077]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),74,LineString,"[-73.9365027, 40.81003265]","[-1.2904354095246773, 0.7122694375888866]",5.4567447121715995,"(-73.9365027, 40.81003265)","[0.3261482816337104, 0.32552211393711716, 1.0848711681729588, 1.0873849139825165, 0.46482770816028585, 0.4614759308768372, 0.11620505886085976, 0.07775157545884624, 0.06314980757313794, 0.14232268637377943, 0.18465440679796286, 0.27884864127915926, 0.25879386860830805, 0.26034565345762267, 0.44106801703987103, 0.38604319313157387, 0.7880091831434897, 0.5330964489702826, 0.6541448667962934, 0.39417883965123063, 0.5172524188544476, 0.4166191608319235, 0.1420471232828316, 0.10497890071412841, 0.11287148896200788, 0.07948301730078833, 0.06306756525537857, 0.13770666069552204, 0.17681179341137146, 0.27463251305219144, 0.25387441374111264, 0.2570550808134163, 0.4371081360165682, 0.3812153299266042, 0.7875002567767344, 0.5481943667318382, 0.6663140006598218, 0.40063061085174606, 0.5237527660517329, 0.42453360837782533, 0.15221403441369874, 0.1142870378356838, 0.003420870093067137, 0.15463591214204164, 0.22230451459194486, 0.30738578151317386, 0.6184760846489371, 0.45062997744049427, 0.7452955141631546, 0.2850330186300045, 0.14750972437031387, 0.19738881024827223, 0.9395498684007533, 0.6180604413892972, 0.5877755225456157, 1.0645539602280996, 1.1407663193377275, 0.878109939254504, 0.8567059111183657, 0.5797989585347769, 0.05625152584340698, 0.5348562701232129, 0.10919551488826179, 0.10919551488826179, 0.19638993002257657, 0.18163598401669637, 0.3540656515980827, 0.6455161196817293, 0.46662412935268033, 0.7658742149068056, 0.3221888885840342, 0.20896477863813745, 0.2326332992263145, 0.9058021943791725, 0.6164031946215505, 0.5905951879329022, 1.0329844786052578, 1.1397423782452094, 0.8447626589126229, 0.8261640168028803, 0.6230989694062141, 0.15901793188638577, 0.5864438815138988, 0.005168575062415655, 0.7383442532018367, 0.977054097285836, 0.8866180551327001, 0.737973389790044, 0.9893910484067187, 0.891461084034085, 1.1965326521299489, 1.0038377511009586, 0.0920674332942746, 1.1933444677172471, 1.0038778968159068, 0.08854556138098875, 0.2744276568746716, 0.2700198588600261]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9376485, 40.8065856], [-73.9374168, 40.8064923], [-73.9370733, 40.806354], [-73.937265, 40.8060813], [-73.937371, 40.806124], [-73.9374343, 40.8060339], [-73.9375149, 40.8060664], [-73.9377126, 40.8057852], [-73.937742, 40.805797], [-73.9378178, 40.8058276], [-73.9379011, 40.8057093], [-73.9381885, 40.805825], [-73.9380587, 40.8060095], [-73.9379743, 40.8059755], [-73.9378877, 40.8059406], [-73.9377929, 40.8060755], [-73.9378225, 40.8060874], [-73.9379597, 40.8061426], [-73.9376485, 40.8065856]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),74,LineString,"[-73.93763089999999, 40.80614745]","[-1.290455100329298, 0.7122016280567881]",10.956849184911057,"(-73.93763089999999, 40.80614745)","[0.3261482816337104, 0.32552211393711716, 1.0848711681729588, 1.0873849139825165, 0.46482770816028585, 0.4614759308768372, 0.11620505886085976, 0.07775157545884624, 0.06314980757313794, 0.14232268637377943, 0.18465440679796286, 0.27884864127915926, 0.25879386860830805, 0.26034565345762267, 0.44106801703987103, 0.38604319313157387, 0.7880091831434897, 0.5330964489702826, 0.6541448667962934, 0.39417883965123063, 0.5172524188544476, 0.4166191608319235, 0.1420471232828316, 0.10497890071412841, 0.11287148896200788, 0.07948301730078833, 0.06306756525537857, 0.13770666069552204, 0.17681179341137146, 0.27463251305219144, 0.25387441374111264, 0.2570550808134163, 0.4371081360165682, 0.3812153299266042, 0.7875002567767344, 0.5481943667318382, 0.6663140006598218, 0.40063061085174606, 0.5237527660517329, 0.42453360837782533, 0.15221403441369874, 0.1142870378356838, 0.003420870093067137, 0.15463591214204164, 0.22230451459194486, 0.30738578151317386, 0.6184760846489371, 0.45062997744049427, 0.7452955141631546, 0.2850330186300045, 0.14750972437031387, 0.19738881024827223, 0.9395498684007533, 0.6180604413892972, 0.5877755225456157, 1.0645539602280996, 1.1407663193377275, 0.878109939254504, 0.8567059111183657, 0.5797989585347769, 0.05625152584340698, 0.5348562701232129, 0.10919551488826179, 0.10919551488826179, 0.19638993002257657, 0.18163598401669637, 0.3540656515980827, 0.6455161196817293, 0.46662412935268033, 0.7658742149068056, 0.3221888885840342, 0.20896477863813745, 0.2326332992263145, 0.9058021943791725, 0.6164031946215505, 0.5905951879329022, 1.0329844786052578, 1.1397423782452094, 0.8447626589126229, 0.8261640168028803, 0.6230989694062141, 0.15901793188638577, 0.5864438815138988, 0.005168575062415655, 0.7383442532018367, 0.977054097285836, 0.8866180551327001, 0.737973389790044, 0.9893910484067187, 0.891461084034085, 1.1965326521299489, 1.0038377511009586, 0.0920674332942746, 1.1933444677172471, 1.0038778968159068, 0.08854556138098875, 0.2744276568746716, 0.2700198588600261]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9351595, 40.8110794], [-73.9352735, 40.8110966], [-73.9354506, 40.811056], [-73.9354895, 40.810984], [-73.9355123, 40.810855], [-73.9352159, 40.8108155], [-73.9351595, 40.8110794]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),74,LineString,"[-73.9353359, 40.81095605]","[-1.290415045022965, 0.7122855539591996]",4.172230334812843,"(-73.9353359, 40.81095605)","[0.3261482816337104, 0.32552211393711716, 1.0848711681729588, 1.0873849139825165, 0.46482770816028585, 0.4614759308768372, 0.11620505886085976, 0.07775157545884624, 0.06314980757313794, 0.14232268637377943, 0.18465440679796286, 0.27884864127915926, 0.25879386860830805, 0.26034565345762267, 0.44106801703987103, 0.38604319313157387, 0.7880091831434897, 0.5330964489702826, 0.6541448667962934, 0.39417883965123063, 0.5172524188544476, 0.4166191608319235, 0.1420471232828316, 0.10497890071412841, 0.11287148896200788, 0.07948301730078833, 0.06306756525537857, 0.13770666069552204, 0.17681179341137146, 0.27463251305219144, 0.25387441374111264, 0.2570550808134163, 0.4371081360165682, 0.3812153299266042, 0.7875002567767344, 0.5481943667318382, 0.6663140006598218, 0.40063061085174606, 0.5237527660517329, 0.42453360837782533, 0.15221403441369874, 0.1142870378356838, 0.003420870093067137, 0.15463591214204164, 0.22230451459194486, 0.30738578151317386, 0.6184760846489371, 0.45062997744049427, 0.7452955141631546, 0.2850330186300045, 0.14750972437031387, 0.19738881024827223, 0.9395498684007533, 0.6180604413892972, 0.5877755225456157, 1.0645539602280996, 1.1407663193377275, 0.878109939254504, 0.8567059111183657, 0.5797989585347769, 0.05625152584340698, 0.5348562701232129, 0.10919551488826179, 0.10919551488826179, 0.19638993002257657, 0.18163598401669637, 0.3540656515980827, 0.6455161196817293, 0.46662412935268033, 0.7658742149068056, 0.3221888885840342, 0.20896477863813745, 0.2326332992263145, 0.9058021943791725, 0.6164031946215505, 0.5905951879329022, 1.0329844786052578, 1.1397423782452094, 0.8447626589126229, 0.8261640168028803, 0.6230989694062141, 0.15901793188638577, 0.5864438815138988, 0.005168575062415655, 0.7383442532018367, 0.977054097285836, 0.8866180551327001, 0.737973389790044, 0.9893910484067187, 0.891461084034085, 1.1965326521299489, 1.0038377511009586, 0.0920674332942746, 1.1933444677172471, 1.0038778968159068, 0.08854556138098875, 0.2744276568746716, 0.2700198588600261]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9392797, 40.8043676], [-73.9389392, 40.8042309], [-73.9388396, 40.804373], [-73.9391801, 40.8045097], [-73.9392797, 40.8043676]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),74,LineString,"[-73.93905964999999, 40.8043703]","[-1.2904800367209859, 0.7121706109379864]",4.89371691751999,"(-73.93905964999999, 40.8043703)","[0.3261482816337104, 0.32552211393711716, 1.0848711681729588, 1.0873849139825165, 0.46482770816028585, 0.4614759308768372, 0.11620505886085976, 0.07775157545884624, 0.06314980757313794, 0.14232268637377943, 0.18465440679796286, 0.27884864127915926, 0.25879386860830805, 0.26034565345762267, 0.44106801703987103, 0.38604319313157387, 0.7880091831434897, 0.5330964489702826, 0.6541448667962934, 0.39417883965123063, 0.5172524188544476, 0.4166191608319235, 0.1420471232828316, 0.10497890071412841, 0.11287148896200788, 0.07948301730078833, 0.06306756525537857, 0.13770666069552204, 0.17681179341137146, 0.27463251305219144, 0.25387441374111264, 0.2570550808134163, 0.4371081360165682, 0.3812153299266042, 0.7875002567767344, 0.5481943667318382, 0.6663140006598218, 0.40063061085174606, 0.5237527660517329, 0.42453360837782533, 0.15221403441369874, 0.1142870378356838, 0.003420870093067137, 0.15463591214204164, 0.22230451459194486, 0.30738578151317386, 0.6184760846489371, 0.45062997744049427, 0.7452955141631546, 0.2850330186300045, 0.14750972437031387, 0.19738881024827223, 0.9395498684007533, 0.6180604413892972, 0.5877755225456157, 1.0645539602280996, 1.1407663193377275, 0.878109939254504, 0.8567059111183657, 0.5797989585347769, 0.05625152584340698, 0.5348562701232129, 0.10919551488826179, 0.10919551488826179, 0.19638993002257657, 0.18163598401669637, 0.3540656515980827, 0.6455161196817293, 0.46662412935268033, 0.7658742149068056, 0.3221888885840342, 0.20896477863813745, 0.2326332992263145, 0.9058021943791725, 0.6164031946215505, 0.5905951879329022, 1.0329844786052578, 1.1397423782452094, 0.8447626589126229, 0.8261640168028803, 0.6230989694062141, 0.15901793188638577, 0.5864438815138988, 0.005168575062415655, 0.7383442532018367, 0.977054097285836, 0.8866180551327001, 0.737973389790044, 0.9893910484067187, 0.891461084034085, 1.1965326521299489, 1.0038377511009586, 0.0920674332942746, 1.1933444677172471, 1.0038778968159068, 0.08854556138098875, 0.2744276568746716, 0.2700198588600261]"
