operator,amenity,layer,opening_hours,Geometry Type,Parking Station Name,Coordinates,Location ID,parking_type,Rate Zone,Zone Info,CenterPoint,CenterPoint_rad
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9266673, 40.7859633], [-73.9265335, 40.7860204], [-73.9264893, 40.7860373], [-73.9263496, 40.7858557], [-73.9262425, 40.7859052], [-73.9264947, 40.7862312], [-73.9266395, 40.7861662], [-73.9267741, 40.786108], [-73.9266673, 40.7859633]]",194,N/A,N/A,N/A,"[-73.9265083, 40.78604345]","[-1.2902609743379159, 0.7118507470639672]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9273785, 40.7846237], [-73.9271277, 40.7849599], [-73.9270313, 40.7850241], [-73.9269757, 40.7850009], [-73.9267335, 40.7848999], [-73.9266703, 40.7848736], [-73.9268559, 40.7846865], [-73.9269922, 40.7846193], [-73.9271359, 40.7846098], [-73.9273288, 40.7846024], [-73.9273785, 40.7846237]]",194,N/A,N/A,N/A,"[-73.9270244, 40.78481325]","[-1.2902699819821855, 0.7118292760235092]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9280852, 40.7858707], [-73.9279859, 40.7857357], [-73.9282233, 40.7856382], [-73.9286308, 40.7854671], [-73.9286521, 40.7855212], [-73.9287102, 40.7856159], [-73.9280852, 40.7858707]]",194,N/A,N/A,N/A,"[-73.92834805, 40.7856689]","[-1.2902930840328295, 0.7118442099332538]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9274482, 40.7857178], [-73.927686, 40.7860326], [-73.9276117, 40.7860648], [-73.927374, 40.78575], [-73.9274482, 40.7857178]]",194,N/A,N/A,N/A,"[-73.92752999999999, 40.7858913]","[-1.2902788063668833, 0.7118480915455104]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9317674, 40.7859343], [-73.9319029, 40.785989], [-73.9318059, 40.7861227], [-73.9317961, 40.7861363], [-73.9317599, 40.7861862], [-73.931623, 40.7861362], [-73.9317674, 40.7859343]]",194,N/A,N/A,N/A,"[-73.93176295, 40.786060250000006]","[-1.290352685281456, 0.7118510402792817]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9315785, 40.7861984], [-73.9317127, 40.7862513], [-73.9316821, 40.7862934], [-73.9315481, 40.7862409], [-73.9315785, 40.7861984]]",194,N/A,N/A,N/A,"[-73.9316304, 40.7862459]","[-1.2903503718475324, 0.7118542804830379]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9318165, 40.7863394], [-73.9316821, 40.7862934], [-73.9316228, 40.7863753], [-73.9315836, 40.7864293], [-73.9314879, 40.7863922], [-73.9312653, 40.7866948], [-73.9313618, 40.7867353], [-73.9315489, 40.7864772], [-73.9316757, 40.7865333], [-73.9318165, 40.7863394]]",194,N/A,N/A,N/A,"[-73.9315409, 40.78651435]","[-1.290348809777852, 0.7118589658194149]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.931954, 40.7861847], [-73.9318059, 40.7861227], [-73.9317961, 40.7861363], [-73.9317599, 40.7861862], [-73.9317309, 40.7862263], [-73.9318787, 40.7862889], [-73.931944, 40.7861985], [-73.931954, 40.7861847]]",194,N/A,N/A,N/A,"[-73.93184245, 40.786205800000005]","[-1.2903540728182112, 0.7118535806060079]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9317023, 40.7840953], [-73.9317029, 40.7839041], [-73.9317025, 40.7837886], [-73.9317012, 40.7836901], [-73.9317508, 40.7836729], [-73.9320619, 40.7838749], [-73.9320847, 40.7840943], [-73.9317023, 40.7840953]]",194,N/A,N/A,N/A,"[-73.93189295, 40.783884099999995]","[-1.2903549542094837, 0.7118130592967642]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9321679, 40.7844365], [-73.9323462, 40.7844352], [-73.9327351, 40.7844324], [-73.9329162, 40.7844395], [-73.9329283, 40.7844172], [-73.9323073, 40.7841816], [-73.9322966, 40.7842029], [-73.9322899, 40.7842161], [-73.9322886, 40.7842456], [-73.9321668, 40.7842415], [-73.9321679, 40.7844365]]",194,N/A,N/A,N/A,"[-73.93254755000001, 40.78431055]","[-1.2903663791347673, 0.7118205022533595]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9315644, 40.7850437], [-73.9313605, 40.7849625], [-73.9313289, 40.7850122], [-73.9311788, 40.7849508], [-73.9311329, 40.784932], [-73.9309367, 40.7848488], [-73.9310279, 40.7847167], [-73.931103, 40.7847462], [-73.9311057, 40.7846761], [-73.9310333, 40.7846721], [-73.9310386, 40.7844649], [-73.93114, 40.784468], [-73.9311362, 40.7846538], [-73.9312104, 40.7846812], [-73.9312613, 40.7846], [-73.9316261, 40.7847381], [-73.9315979, 40.7847777], [-73.9317575, 40.7848416], [-73.9317266, 40.7848904], [-73.9317847, 40.7849133], [-73.9317385, 40.784976], [-73.9316985, 40.7849615], [-73.9316381, 40.7849381], [-73.9315644, 40.7850437]]",194,N/A,N/A,N/A,"[-73.9313607, 40.7847543]","[-1.2903456646945397, 0.7118282471519152]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9309555, 40.7842588], [-73.9310614, 40.7843055], [-73.9310081, 40.7843819], [-73.9309716, 40.7843837], [-73.9309285, 40.7844426], [-73.9308496, 40.7843989], [-73.9309555, 40.7842588]]",194,N/A,N/A,N/A,"[-73.93095550000001, 40.784350700000005]","[-1.2903385926204107, 0.7118212030030542]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.93114, 40.784468], [-73.9312693, 40.78447], [-73.9312707, 40.7841075], [-73.9311486, 40.7841024], [-73.93114, 40.784468]]",194,N/A,N/A,N/A,"[-73.93120535, 40.7842862]","[-1.2903429533255468, 0.7118200772656865]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9248797, 40.7871052], [-73.9243405, 40.7877977], [-73.9244686, 40.7878481], [-73.9245497, 40.787883], [-73.9250263, 40.7872762], [-73.9250262, 40.7872499], [-73.9250409, 40.7872275], [-73.9250624, 40.7872072], [-73.9250889, 40.7871966], [-73.9249976, 40.7871551], [-73.9248797, 40.7871052]]",194,N/A,N/A,N/A,"[-73.92471470000001, 40.7874941]","[-1.2902296701124523, 0.7118760656827614]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9243824, 40.786732], [-73.924467, 40.7867373], [-73.924554, 40.7866288], [-73.9244616, 40.7866244], [-73.9243824, 40.786732]]",194,N/A,N/A,N/A,"[-73.9244682, 40.786680849999996]","[-1.2902253678758462, 0.7118618717926194]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9204602, 40.7920511], [-73.9221473, 40.7924877], [-73.9223833, 40.7922298], [-73.9215639, 40.7918737], [-73.9216006, 40.7918362], [-73.9210551, 40.7915877], [-73.9204602, 40.7920511]]",194,surface,N/A,N/A,"[-73.92142175000001, 40.7920377]","[-1.2901721972928488, 0.7119553664626549]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9191117, 40.7907543], [-73.9190158, 40.7906872], [-73.9188893, 40.7907908], [-73.9189355, 40.7908232], [-73.9189851, 40.7908579], [-73.9191117, 40.7907543]]",194,N/A,N/A,N/A,"[-73.91900050000001, 40.79077255]","[-1.290129938508335, 0.7119332854296233]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9189125, 40.7907461], [-73.9185873, 40.791018], [-73.9181723, 40.7907193], [-73.9184981, 40.7904537], [-73.9189125, 40.7907461]]",194,N/A,N/A,N/A,"[-73.9185424, 40.790735850000004]","[-1.2901219431550315, 0.7119326448937879]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.918527, 40.791066], [-73.9185579, 40.7910874], [-73.9185871, 40.7911077], [-73.9183573, 40.7912979], [-73.9183237, 40.7912746], [-73.9182971, 40.7912563], [-73.9183842, 40.791181], [-73.918527, 40.791066]]",194,N/A,N/A,N/A,"[-73.9184421, 40.79118195]","[-1.2901201925897914, 0.711940430807581]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.917815, 40.790679], [-73.9182523, 40.7903242], [-73.9182933, 40.7903532], [-73.9181084, 40.7905032], [-73.918153, 40.7905346], [-73.9179005, 40.7907395], [-73.917815, 40.790679]]",194,N/A,N/A,N/A,"[-73.91805415, 40.79053185]","[-1.2901134215849586, 0.7119290844221138]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.916385, 40.7908421], [-73.916468, 40.790891], [-73.9164966, 40.7908629], [-73.9166772, 40.7906855], [-73.9169055, 40.7904612], [-73.9169436, 40.7904244], [-73.916869, 40.7903736], [-73.916385, 40.7908421]]",194,N/A,N/A,N/A,"[-73.91666430000001, 40.7906323]","[-1.2900891641263497, 0.7119308376053474]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9299075, 40.790656], [-73.9296873, 40.7905432], [-73.929694, 40.7905097], [-73.9296055, 40.790465], [-73.929588, 40.7904508], [-73.9295894, 40.7904305], [-73.9293574, 40.7905106], [-73.9291295, 40.7905893], [-73.9288462, 40.7906871], [-73.9287971, 40.790704], [-73.9287776, 40.7908421], [-73.9294589, 40.7911071], [-73.9296547, 40.7910715], [-73.9298961, 40.7908177], [-73.9299075, 40.790656]]]]",194,N/A,N/A,N/A,"[-73.92945977999999, 40.790669373333344]","[-1.2903124873817224, 0.7119314846570789]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9250889, 40.7871966], [-73.9249976, 40.7871551], [-73.9248797, 40.7871052], [-73.9243405, 40.7877977], [-73.9244686, 40.7878481], [-73.9245497, 40.787883], [-73.9250263, 40.7872762], [-73.9250262, 40.7872499], [-73.9250409, 40.7872275], [-73.9250624, 40.7872072], [-73.9250889, 40.7871966]]]]",194,N/A,N/A,N/A,"[-73.92486997272728, 40.78737664545454]","[-1.2902323801327817, 0.7118740157142216]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9223833, 40.7922298], [-73.9215639, 40.7918737], [-73.9216006, 40.7918362], [-73.9210551, 40.7915877], [-73.9204602, 40.7920511], [-73.9221473, 40.7924877], [-73.9223833, 40.7922298]]]]",194,surface,N/A,N/A,"[-73.92165624285714, 40.79204228571429]","[-1.2901762899652782, 0.7119554464984678]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.920778, 40.7925075], [-73.9206976, 40.7924882], [-73.9207029, 40.7924354], [-73.9206922, 40.7923938], [-73.9206707, 40.7923521], [-73.9206305, 40.7923217], [-73.9206868, 40.7922054], [-73.920544, 40.7921734], [-73.920487, 40.7922973], [-73.9204427, 40.7922963], [-73.9203998, 40.7923024], [-73.9203462, 40.7923227], [-73.9203194, 40.7923511], [-73.9203462, 40.7923567], [-73.9202475, 40.7925809], [-73.9206211, 40.792675], [-73.9206479, 40.7926131], [-73.9207217, 40.7926334], [-73.920778, 40.7925075]], [[-73.920569, 40.7924483], [-73.9205634, 40.792463], [-73.9205519, 40.7924757], [-73.9205358, 40.792485], [-73.9205149, 40.7924903], [-73.9204927, 40.7924899], [-73.9204721, 40.7924839], [-73.9204554, 40.7924729], [-73.9204446, 40.7924583], [-73.920441, 40.7924417], [-73.9204451, 40.7924253], [-73.9204562, 40.7924108], [-73.9204732, 40.7924001], [-73.9204922, 40.7923946], [-73.9205124, 40.7923939], [-73.920532, 40.792398], [-73.9205489, 40.7924065], [-73.9205614, 40.7924185], [-73.9205684, 40.7924329], [-73.920569, 40.7924483]]]]",194,N/A,N/A,N/A,"[-73.92053743076924, 40.79242696923076]","[-1.2901567630106332, 0.7119621604924083]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.920717, 40.7980113], [-73.9207888, 40.7979318], [-73.9207371, 40.7979006], [-73.9207331, 40.7978899], [-73.9207499, 40.7978742], [-73.9206969, 40.7978067], [-73.9206902, 40.7977605], [-73.9202409, 40.797728], [-73.9202262, 40.7978199], [-73.9206252, 40.7980209], [-73.92066, 40.7979813], [-73.920717, 40.7980113]]",194,N/A,N/A,N/A,"[-73.9205075, 40.797874449999995]","[-1.2901562406201623, 0.7120572369677706]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9207888, 40.7979318], [-73.9207371, 40.7979006], [-73.9207331, 40.7978899], [-73.9207499, 40.7978742], [-73.9206969, 40.7978067], [-73.9206902, 40.7977605], [-73.9202409, 40.797728], [-73.9202262, 40.7978199], [-73.9206252, 40.7980209], [-73.92066, 40.7979813], [-73.920717, 40.7980113], [-73.9207888, 40.7979318]]]]",194,N/A,N/A,N/A,"[-73.92063784166666, 40.797888074999996]","[-1.2901585155113982, 0.7120574747688811]"
N/A,parking,N/A,N/A,LineString,Parking Lot E,"[[-73.9226765, 40.7929177], [-73.922588, 40.7929125], [-73.9225039, 40.7929205], [-73.9224217, 40.7929471], [-73.9223412, 40.7929876], [-73.9222606, 40.7930391], [-73.9221859, 40.7930929], [-73.9221069, 40.7931586], [-73.9220237, 40.7932372], [-73.9219149, 40.7933468], [-73.9214487, 40.7938504], [-73.9221723, 40.7942137], [-73.9225322, 40.7938076], [-73.9226052, 40.7937318], [-73.9228743, 40.7934136], [-73.9229203, 40.793358], [-73.9229656, 40.7933041], [-73.9229831, 40.793265], [-73.9229932, 40.793213], [-73.9229912, 40.7931596], [-73.9229698, 40.7930984], [-73.9229311, 40.793042], [-73.9228603, 40.7929867], [-73.9227689, 40.792941], [-73.9226765, 40.7929177]]",194,surface,N/A,N/A,"[-73.92222095, 40.7935631]","[-1.2901861459642305, 0.7119819897150649]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9209747, 40.7981171], [-73.9209425, 40.7980745], [-73.9210073, 40.7978049], [-73.9214526, 40.7978983], [-73.9219645, 40.7980684], [-73.9218921, 40.7981476], [-73.9217138, 40.7980706], [-73.9215782, 40.7980542], [-73.9214849, 40.7981283], [-73.9214119, 40.7982958], [-73.9212725, 40.7982166], [-73.9209747, 40.7981171]]",194,surface,N/A,N/A,"[-73.9214535, 40.79805035]","[-1.2901727514348862, 0.7120603070019249]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9227561, 40.7958606], [-73.9223449, 40.7956542], [-73.9227796, 40.7951169], [-73.9232039, 40.7953375], [-73.9227561, 40.7958606]]",194,surface,N/A,N/A,"[-73.92277440000001, 40.79548875]","[-1.290195805488976, 0.7120155986478058]"
N/A,parking,N/A,N/A,MultiPolygon,Parking Lot E,"[[[[-73.9229932, 40.793213], [-73.9229912, 40.7931596], [-73.9229698, 40.7930984], [-73.9229311, 40.793042], [-73.9228603, 40.7929867], [-73.9227689, 40.792941], [-73.9226765, 40.7929177], [-73.922588, 40.7929125], [-73.9225039, 40.7929205], [-73.9224217, 40.7929471], [-73.9223412, 40.7929876], [-73.9222606, 40.7930391], [-73.9221859, 40.7930929], [-73.9221069, 40.7931586], [-73.9220237, 40.7932372], [-73.9219149, 40.7933468], [-73.9214487, 40.7938504], [-73.9221723, 40.7942137], [-73.9225322, 40.7938076], [-73.9226052, 40.7937318], [-73.9228743, 40.7934136], [-73.9229203, 40.793358], [-73.9229656, 40.7933041], [-73.9229831, 40.793265], [-73.9229932, 40.793213]]]]",194,surface,N/A,N/A,"[-73.922561308, 40.793246316]","[-1.290192086331966, 0.7119764607912472]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9246842, 40.7996054], [-73.9242122, 40.799378], [-73.9242477, 40.7993365], [-73.9227343, 40.7986775], [-73.9228147, 40.7985557], [-73.9223775, 40.7983039], [-73.9218813, 40.7991892], [-73.9221113, 40.7993531], [-73.9221576, 40.7993861], [-73.9224875, 40.7995567], [-73.9228845, 40.7997313], [-73.9232197, 40.7998389], [-73.9235657, 40.7999303], [-73.9238501, 40.7999689], [-73.9243946, 40.7999445], [-73.9246842, 40.7996054]], [[-73.9237647, 40.7992929], [-73.9236193, 40.7995018], [-73.9234793, 40.7997031], [-73.9231683, 40.7995781], [-73.9231855, 40.7995534], [-73.9231456, 40.7995374], [-73.9231278, 40.7995629], [-73.9222778, 40.7992214], [-73.9224894, 40.7989171], [-73.9224199, 40.7988892], [-73.9224462, 40.7988514], [-73.9225157, 40.7988794], [-73.9225641, 40.7988098], [-73.9234141, 40.7991513], [-73.9233946, 40.7991794], [-73.9234345, 40.7991954], [-73.9234537, 40.7991679], [-73.9237647, 40.7992929]]]]",194,surface,N/A,N/A,"[-73.92317565588235, 40.79931312352941]","[-1.2902028087252657, 0.7120823465577202]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9257647, 40.8012083], [-73.9259176, 40.8010448], [-73.9259974, 40.8008961], [-73.9260154, 40.8006942], [-73.9259491, 40.8006947], [-73.9259412, 40.8006373], [-73.9258018, 40.8006529], [-73.925784, 40.8008638], [-73.9257598, 40.8009499], [-73.9256051, 40.8011169], [-73.9257647, 40.8012083]]",194,N/A,N/A,N/A,"[-73.92581025, 40.800922799999995]","[-1.2902487910670724, 0.7121104407120238]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9405533, 40.7711224], [-73.9412788, 40.7702002], [-73.9410988, 40.7700248], [-73.9408778, 40.769998], [-73.9405353, 40.7703504], [-73.9403472, 40.7706483], [-73.9402918, 40.7709995], [-73.9405533, 40.7711224]]",202,N/A,N/A,N/A,"[-73.9407853, 40.770560200000006]","[-1.2905101549952231, 0.7115805133725579]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9413053, 40.7701209], [-73.9416848, 40.7696811], [-73.9416137, 40.7696577], [-73.9413079, 40.7697278], [-73.9412181, 40.769866], [-73.9411872, 40.770001], [-73.9413053, 40.7701209]]",202,N/A,N/A,N/A,"[-73.94143600000001, 40.7698893]","[-1.290521511852666, 0.7115688039586062]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9424333, 40.7690061], [-73.942304, 40.7689022], [-73.9417591, 40.7692774], [-73.9418839, 40.7693813], [-73.9419169, 40.7693567], [-73.9424333, 40.7690061]]",202,N/A,N/A,N/A,"[-73.94209620000001, 40.76914175]","[-1.2905330345163877, 0.711555756749783]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9417563, 40.7698933], [-73.9419025, 40.7697061], [-73.9420115, 40.7695667], [-73.9425812, 40.7695735], [-73.942337, 40.7698618], [-73.9422506, 40.769821], [-73.9421768, 40.7699113], [-73.9420776, 40.7700338], [-73.9417563, 40.7698933]]",202,N/A,N/A,N/A,"[-73.94216875000001, 40.76980025]","[-1.29053430075276, 0.7115672497429073]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9429629, 40.7704205], [-73.942518, 40.7702067], [-73.9427807, 40.7698851], [-73.9429124, 40.7696985], [-73.9432365, 40.7701508], [-73.9432727, 40.7701991], [-73.9431145, 40.7702752], [-73.9429629, 40.7704205]]",202,N/A,N/A,N/A,"[-73.94289535, 40.7700595]","[-1.2905469823151048, 0.7115717745089931]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9412788, 40.7702002], [-73.9410988, 40.7700248], [-73.9408778, 40.769998], [-73.9405353, 40.7703504], [-73.9403472, 40.7706483], [-73.9402918, 40.7709995], [-73.9405533, 40.7711224], [-73.9412788, 40.7702002]]]]",202,N/A,N/A,N/A,"[-73.94078272499999, 40.770442975]","[-1.2905101100529948, 0.7115784674103423]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9432727, 40.7701991], [-73.9432365, 40.7701508], [-73.9429124, 40.7696985], [-73.9427807, 40.7698851], [-73.942518, 40.7702067], [-73.9429629, 40.7704205], [-73.9431145, 40.7702752], [-73.9432727, 40.7701991]]]]",202,N/A,N/A,N/A,"[-73.9430088, 40.770129375]","[-1.2905489623911413, 0.7115729940578079]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9308748, 40.7876365], [-73.9306214, 40.7875167], [-73.931076, 40.7869734], [-73.9319812, 40.7873217], [-73.9314566, 40.7879213], [-73.9312637, 40.7878332], [-73.9315854, 40.787468], [-73.9312985, 40.7873231], [-73.9310516, 40.7876033], [-73.9309553, 40.7875481], [-73.9308748, 40.7876365]]",194,N/A,N/A,N/A,"[-73.9313013, 40.78744735]","[-1.290344627968964, 0.711875249741336]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9314026, 40.7868674], [-73.9315102, 40.7867246], [-73.9319371, 40.7869092], [-73.9318296, 40.7870519], [-73.9314026, 40.7868674]]",194,N/A,N/A,N/A,"[-73.93166984999999, 40.786888250000004]","[-1.2903510603799222, 0.7118654916054882]"
N/A,parking,N/A,N/A,LineString,Parking Lot F,"[[-73.9201731, 40.7955886], [-73.9200546, 40.7955097], [-73.9200254, 40.7953255], [-73.9206376, 40.7947409], [-73.9214615, 40.7939312], [-73.9217955, 40.794119], [-73.9201731, 40.7955886]]",194,surface,N/A,N/A,"[-73.92091045000001, 40.7947599]","[-1.2901632734243833, 0.7120028778155527]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.920984, 40.7988685], [-73.9204153, 40.7984046], [-73.9200237, 40.7982087], [-73.9196416, 40.7986445], [-73.9206102, 40.7991793], [-73.920984, 40.7988685]]",194,N/A,N/A,N/A,"[-73.9203128, 40.798694]","[-1.2901528424641087, 0.7120715408136553]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9259814, 40.7837953], [-73.9258746, 40.7836206], [-73.9258301, 40.7836721], [-73.9256869, 40.783368], [-73.9257418, 40.7833276], [-73.9258115, 40.7833171], [-73.9258928, 40.7833533], [-73.9260041, 40.7836099], [-73.9261063, 40.7837558], [-73.9259814, 40.7837953]]",194,N/A,N/A,N/A,"[-73.9258966, 40.7835562]","[-1.2902502981588815, 0.711807336362147]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9229762, 40.7913172], [-73.9223303, 40.7910311], [-73.9219018, 40.791628], [-73.9220753, 40.7917086], [-73.9222184, 40.7918202], [-73.922493, 40.7919463], [-73.9229762, 40.7913172]]",194,N/A,N/A,N/A,"[-73.922439, 40.7914887]","[-1.2901899516546644, 0.7119457846050615]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9215276, 40.7902054], [-73.9209587, 40.7899528], [-73.9207653, 40.7902025], [-73.9209296, 40.7902754], [-73.9210389, 40.7901342], [-73.9213697, 40.790281], [-73.9214436, 40.7903138], [-73.9215276, 40.7902054]]",194,N/A,N/A,N/A,"[-73.92114645000001, 40.7901333]","[-1.290167392401418, 0.7119221284123799]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9237472, 40.7844408], [-73.9232092, 40.7840337], [-73.9233954, 40.7838947], [-73.9230572, 40.7836312], [-73.9229587, 40.783927], [-73.9231165, 40.7839603], [-73.9230432, 40.7842001], [-73.9234198, 40.7844313], [-73.9233376, 40.7846925], [-73.9235348, 40.7847726], [-73.9237472, 40.7844408]]",194,N/A,N/A,N/A,"[-73.92335295, 40.7842019]","[-1.290205903091363, 0.7118186059531272]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.920984, 40.7988685], [-73.9204153, 40.7984046], [-73.9200237, 40.7982087], [-73.9196416, 40.7986445], [-73.9206102, 40.7991793], [-73.920984, 40.7988685]]]]",194,N/A,N/A,N/A,"[-73.92044313333334, 40.79869568333333]","[-1.2901551172099004, 0.7120715701933644]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9325659, 40.787826], [-73.9324973, 40.7877784], [-73.9324676, 40.7877303], [-73.9324161, 40.7876957], [-73.9317602, 40.7882506], [-73.9317817, 40.7882811], [-73.9318557, 40.7883198], [-73.9319072, 40.7882745], [-73.9319609, 40.7882282], [-73.932083, 40.7882268], [-73.9325659, 40.787826]]], [[[-73.9321493, 40.7877957], [-73.9321022, 40.7877693], [-73.9321204, 40.787628], [-73.9319383, 40.7875404], [-73.9314344, 40.7881187], [-73.9314941, 40.7882497], [-73.9316114, 40.7883166], [-73.9316355, 40.7883146], [-73.9316762, 40.788335], [-73.9321493, 40.7877957]]]]",194,N/A,N/A,N/A,"[-73.93216922727272, 40.78803976363636]","[-1.290359776157541, 0.7118855893098243]"
