Location ID,amenity,Parking Station Name,operator,Rate Zone,Zone Info,opening_hours,layer,parking_type,Coordinates,Geometry Type,CenterPoint
209,parking,Unnamed,N/A,Financial District,Zone M1 - (Commercial Vehicles $6.00 1st Hour / $7.00 2nd Hour / $8.00 3rd Hour - All Vehicles $4.50 1st Hour / $7.50 2nd Hour),N/A,-1.0,underground,"[[-74.0035912, 40.7089616], [-74.0035239, 40.7090293], [-74.0034429, 40.7089761], [-74.003381, 40.7090308], [-74.0033645, 40.7090193], [-74.003323, 40.7090539], [-74.0033408, 40.7090662], [-74.0032836, 40.7091168], [-74.0032665, 40.7091054], [-74.0031741, 40.709185], [-74.0031924, 40.7091973], [-74.0030866, 40.7092907], [-74.0030687, 40.7092789], [-74.0029801, 40.7093569], [-74.0029982, 40.7093688], [-74.0029424, 40.7094181], [-74.0029533, 40.7094252], [-74.0029361, 40.7094404], [-74.0029248, 40.709433], [-74.0029176, 40.7094393], [-74.002899, 40.7094268], [-74.002858, 40.7094621], [-74.0028772, 40.709475], [-74.002847, 40.7095016], [-74.0027774, 40.709456], [-74.0027922, 40.7094429], [-74.0027515, 40.7094162], [-74.0027654, 40.709404], [-74.0026568, 40.7093328], [-74.0026438, 40.7093443], [-74.0026015, 40.7093165], [-74.00259, 40.7093267], [-74.0025213, 40.7092816], [-74.0025506, 40.7092557], [-74.0025722, 40.7092698], [-74.0026133, 40.7092334], [-74.0025918, 40.7092193], [-74.0026446, 40.7091727], [-74.0026677, 40.7091878], [-74.0027566, 40.7091093], [-74.0027335, 40.7090941], [-74.0028363, 40.7090034], [-74.0028586, 40.7090183], [-74.0029005, 40.7089817], [-74.0028779, 40.7089667], [-74.0029046, 40.7089431], [-74.0029283, 40.7089585], [-74.0030157, 40.7088802], [-74.0029927, 40.7088653], [-74.0030934, 40.7087764], [-74.0031157, 40.708792], [-74.0031593, 40.7087559], [-74.0031355, 40.7087392], [-74.0031418, 40.7087336], [-74.0031137, 40.7087151], [-74.0031878, 40.7086475], [-74.0033463, 40.7087532], [-74.0033676, 40.7087347], [-74.0034434, 40.7087852], [-74.0033927, 40.7088292], [-74.0035912, 40.7089616]]",LineString,"[-74.00305625, 40.70907455]"
140,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9517172, 40.7667982], [-73.9514834, 40.7667007], [-73.9516632, 40.7664533], [-73.951897, 40.7665508], [-73.9517172, 40.7667982]]",LineString,"[-73.9516902, 40.76662575]"
162,parking,intlFcstone 10022 LOCi Multi,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,-1.0,underground,"[[-73.974085, 40.7524197], [-73.973924, 40.7526377], [-73.9738671, 40.7526137], [-73.9738468, 40.7526413], [-73.9733961, 40.7524504], [-73.9735903, 40.7521872], [-73.974077, 40.7523933], [-73.974085, 40.7524197]]",LineString,"[-73.97374055, 40.75241425]"
87,parking,Unnamed,N/A,Financial District,Zone M1 - (Commercial Vehicles $6.00 1st Hour / $7.00 2nd Hour / $8.00 3rd Hour - All Vehicles $4.50 1st Hour / $7.50 2nd Hour),N/A,N/A,surface,"[[-74.0036403, 40.7060494], [-74.003473, 40.7061578], [-74.0036083, 40.7062777], [-74.0036316, 40.7062626], [-74.0036588, 40.7062868], [-74.0037063, 40.7063288], [-74.003836, 40.7062446], [-74.0037913, 40.706205], [-74.0038055, 40.7061958], [-74.0036403, 40.7060494]]",LineString,"[-74.00365450000001, 40.7061891]"
262,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9454785, 40.7818754], [-73.945479, 40.7818576], [-73.9451293, 40.7818615], [-73.9451296, 40.7819276], [-73.9451264, 40.7819371], [-73.9451161, 40.7819439], [-73.9450622, 40.7819448], [-73.945069, 40.7821082], [-73.9450627, 40.7821412], [-73.945041, 40.7821794], [-73.9449305, 40.7823555], [-73.9447121, 40.7822719], [-73.9446204, 40.7824146], [-73.9449377, 40.7825389], [-73.9449563, 40.782515], [-73.9449754, 40.7825127], [-73.9450119, 40.782526], [-73.9452334, 40.7822127], [-73.9452534, 40.7821601], [-73.9452604, 40.7821102], [-73.9452628, 40.7820817], [-73.9452632, 40.7820546], [-73.9452582, 40.7820256], [-73.9451922, 40.7820276], [-73.9451898, 40.78199], [-73.9451971, 40.781984], [-73.9452057, 40.7819893], [-73.9452076, 40.7820091], [-73.94528, 40.7820096], [-73.9453271, 40.782014], [-73.9453703, 40.7820218], [-73.9454973, 40.7818755], [-73.9454785, 40.7818754]]",LineString,"[-73.94505885000001, 40.78219825]"
128,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9237852, 40.8763633], [-73.9239055, 40.8762975], [-73.9239733, 40.8762595], [-73.9237875, 40.8760876], [-73.923726, 40.8761338], [-73.9236805, 40.8760922], [-73.9236764, 40.8760581], [-73.9237888, 40.8760676], [-73.9238047, 40.8760294], [-73.9238658, 40.8760221], [-73.9240524, 40.8760549], [-73.9241064, 40.8761338], [-73.9241848, 40.8762239], [-73.9242211, 40.8762566], [-73.9242979, 40.8762048], [-73.9242135, 40.8761143], [-73.9241827, 40.8760258], [-73.9241899, 40.8759991], [-73.924032, 40.8759702], [-73.9240631, 40.8759244], [-73.923948, 40.8758749], [-73.9238542, 40.8758515], [-73.9237737, 40.8758555], [-73.9236755, 40.875897], [-73.9235755, 40.8759692], [-73.923564, 40.8760415], [-73.9235508, 40.8761224], [-73.9235915, 40.8761913], [-73.9237852, 40.8763633]]",LineString,"[-73.92392435, 40.8761074]"
186,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9951253, 40.7488837], [-73.9949861, 40.7488255], [-73.9948144, 40.7490613], [-73.9948934, 40.7490946], [-73.9949507, 40.7491183], [-73.9951253, 40.7488837]]",LineString,"[-73.99496984999999, 40.7489719]"
231,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-74.0053589, 40.719492], [-74.0053332, 40.7194824], [-74.0053272, 40.7191521], [-74.0055686, 40.719266], [-74.0053938, 40.7194833], [-74.0053798, 40.7195017], [-74.0053589, 40.719492]]",LineString,"[-74.00544790000001, 40.7193269]"
263,parking,Knickerbocker Plaza Car Park,"Knickerbocker Plaza Car Park, LLC",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),Mo-Sa 06:00-01:00; Su 07:00-01:00,-1.0,underground,"[[-73.9497975, 40.7819485], [-73.9497015, 40.7819061], [-73.9496721, 40.7818931], [-73.9494123, 40.7817785], [-73.9494008, 40.7817231], [-73.9494462, 40.7816605], [-73.9495409, 40.7817001], [-73.9496561, 40.7815411], [-73.9498891, 40.7816386], [-73.9498095, 40.7817462], [-73.9497975, 40.7819485]]",LineString,"[-73.94964494999999, 40.7817448]"
75,parking,Unnamed,White Castle,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9415624, 40.7879867], [-73.9414953, 40.78796], [-73.9415876, 40.7878425], [-73.9416517, 40.7878695], [-73.9416069, 40.7879283], [-73.9415624, 40.7879867]]",LineString,"[-73.9415735, 40.78791459999999]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9452625, 40.7870459], [-73.9453695, 40.7870535], [-73.9452404, 40.7876208], [-73.945044, 40.7875724], [-73.9450846, 40.7872997], [-73.9451956, 40.7871413], [-73.9452625, 40.7870459]]",LineString,"[-73.94520675, 40.78733335]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9400682, 40.7899891], [-73.9401603, 40.7898627], [-73.9406777, 40.7900789], [-73.9407651, 40.7901154], [-73.9405823, 40.7903662], [-73.9405531, 40.790354], [-73.9405293, 40.7903539], [-73.9405104, 40.7903665], [-73.9404551, 40.790344], [-73.9404538, 40.7903212], [-73.9404508, 40.790315], [-73.9404436, 40.790308], [-73.940415, 40.790296], [-73.9405055, 40.7901718], [-73.9400682, 40.7899891]]",LineString,"[-73.94041665, 40.790114599999995]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9497726, 40.7876814], [-73.9497889, 40.7876887], [-73.9498011, 40.7876935], [-73.9498111, 40.7876956], [-73.9498244, 40.7876948], [-73.9498344, 40.7876897], [-73.9498455, 40.7876835], [-73.9498568, 40.7876742], [-73.9498635, 40.7876673], [-73.9501036, 40.7877679], [-73.9500078, 40.7878955], [-73.9497107, 40.7877662], [-73.9497503, 40.7877132], [-73.9497726, 40.7876814]]",LineString,"[-73.94990715, 40.7877814]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,N/A,"[[-73.9460023, 40.7851416], [-73.9459244, 40.7852419], [-73.945982, 40.7852653], [-73.945948, 40.785307], [-73.9458644, 40.7853534], [-73.9458904, 40.7854003], [-73.9457595, 40.7855686], [-73.9457059, 40.7855459], [-73.9456188, 40.7856621], [-73.9456801, 40.7856901], [-73.9457899, 40.7856322], [-73.9458338, 40.7855719], [-73.9458958, 40.7855979], [-73.9461542, 40.7852321], [-73.9461086, 40.7852134], [-73.9460572, 40.7851663], [-73.9460023, 40.7851416]]",LineString,"[-73.9458865, 40.78541585]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,N/A,"[[-73.9443322, 40.7840897], [-73.9440923, 40.7844173], [-73.9443884, 40.7845431], [-73.9445048, 40.7844875], [-73.9445357, 40.7843379], [-73.9446303, 40.7842143], [-73.9443322, 40.7840897]]",LineString,"[-73.9443613, 40.7843164]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9463806, 40.799563], [-73.9456133, 40.7992357], [-73.9457105, 40.799103], [-73.9464764, 40.7994321], [-73.9464275, 40.7994981], [-73.9463806, 40.799563]]",LineString,"[-73.94604484999999, 40.799333000000004]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9474643, 40.7981166], [-73.9474704, 40.7981079], [-73.9475775, 40.7979551], [-73.9467739, 40.7976166], [-73.9466528, 40.7977855], [-73.9470672, 40.7979546], [-73.9474643, 40.7981166]]",LineString,"[-73.94711515, 40.7978666]"
41,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9486149, 40.800507], [-73.9489024, 40.8001181], [-73.9488758, 40.8000774], [-73.9488321, 40.8000503], [-73.9487695, 40.8000357], [-73.9487106, 40.8000414], [-73.9484275, 40.8004308], [-73.9486149, 40.800507]]",LineString,"[-73.94866495, 40.80027135]"
41,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9497607, 40.7989306], [-73.9495088, 40.7992846], [-73.9494372, 40.7992981], [-73.9493798, 40.7992847], [-73.9493469, 40.7992638], [-73.9493207, 40.7992374], [-73.9493249, 40.7991979], [-73.9495807, 40.798851], [-73.9497607, 40.7989306]]",LineString,"[-73.9495407, 40.79907455]"
41,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.947966, 40.8008252], [-73.9475069, 40.8006272], [-73.9475832, 40.8005225], [-73.9476746, 40.8003967], [-73.9481387, 40.8005996], [-73.947966, 40.8008252]]",LineString,"[-73.9478228, 40.80061095]"
148,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9904422, 40.7196088], [-73.9907022, 40.7196877], [-73.9906842, 40.7197231], [-73.9906403, 40.7198095], [-73.9906023, 40.7197983], [-73.9905708, 40.7198604], [-73.9905223, 40.7198461], [-73.9903477, 40.7197947], [-73.9903646, 40.7197615], [-73.9904422, 40.7196088]]",LineString,"[-73.99052495000001, 40.7197346]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9476754, 40.7867969], [-73.9477508, 40.7866968], [-73.9477623, 40.7866816], [-73.9479962, 40.7863708], [-73.9482343, 40.7864084], [-73.9482182, 40.7864305], [-73.9478882, 40.7868834], [-73.9478756, 40.7869007], [-73.9478512, 40.7869331], [-73.9476754, 40.7867969]]",LineString,"[-73.94795485, 40.78665195]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9469478, 40.7876027], [-73.9467533, 40.7881568], [-73.9469123, 40.7882251], [-73.946951, 40.7881718], [-73.9469086, 40.7881524], [-73.9469531, 40.7880302], [-73.9470152, 40.7880488], [-73.94704, 40.7880063], [-73.9471491, 40.7876769], [-73.9469478, 40.7876027]]",LineString,"[-73.9469512, 40.7879139]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9492505, 40.7869849], [-73.949192, 40.7870593], [-73.9491845, 40.7870694], [-73.949149, 40.7871212], [-73.9492123, 40.7871494], [-73.9492326, 40.7871308], [-73.9492433, 40.7871222], [-73.9492662, 40.787119], [-73.9492921, 40.7871247], [-73.9493198, 40.7871385], [-73.9493304, 40.7871589], [-73.9493153, 40.7871841], [-73.9496443, 40.7873218], [-73.9496604, 40.7873014], [-73.9496695, 40.7872938], [-73.9496785, 40.7872926], [-73.9496909, 40.7872913], [-73.9497096, 40.7872953], [-73.9497255, 40.7873012], [-73.9497356, 40.7873053], [-73.9497647, 40.7872584], [-73.949748, 40.7872513], [-73.9497352, 40.7872433], [-73.9497256, 40.7872362], [-73.9497204, 40.7872293], [-73.9497204, 40.7872191], [-73.9497216, 40.7872123], [-73.9497362, 40.7871932], [-73.9492505, 40.7869849]]",LineString,"[-73.94945685, 40.78715335]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9501105, 40.7906437], [-73.9500856, 40.7906592], [-73.9500626, 40.7906625], [-73.9500441, 40.7906619], [-73.9500113, 40.7906506], [-73.9496033, 40.7912084], [-73.9496228, 40.7912146], [-73.9496476, 40.7912576], [-73.9496442, 40.7912688], [-73.9496369, 40.7912736], [-73.9496231, 40.7912774], [-73.9496074, 40.7912973], [-73.9497476, 40.7913581], [-73.9498336, 40.7912402], [-73.9498393, 40.7912324], [-73.9498444, 40.7912254], [-73.9500311, 40.7909695], [-73.9500371, 40.7909612], [-73.9500421, 40.7909544], [-73.9502066, 40.7907288], [-73.9501828, 40.7907175], [-73.9501736, 40.7907047], [-73.9501701, 40.7906938], [-73.950172, 40.7906808], [-73.9501777, 40.7906729], [-73.9501408, 40.7906569], [-73.9501105, 40.7906437]]",LineString,"[-73.94990495, 40.7910009]"
75,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[-73.9519271, 40.788977], [-73.9519208, 40.788981], [-73.9519139, 40.7889841], [-73.9519047, 40.7889858], [-73.9518966, 40.7889866], [-73.951883, 40.7889879], [-73.9518679, 40.7889871], [-73.9518553, 40.7889864], [-73.9518455, 40.788986], [-73.9517753, 40.7890819], [-73.9519383, 40.7891535], [-73.9520097, 40.7890555], [-73.952003, 40.7890514], [-73.9519965, 40.7890452], [-73.9519932, 40.7890419], [-73.9519891, 40.7890383], [-73.9519844, 40.7890336], [-73.9519836, 40.7890285], [-73.9519826, 40.7890004], [-73.9519271, 40.788977]]",LineString,"[-73.9518925, 40.78906525]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9510302, 40.7910312], [-73.9510107, 40.791044], [-73.9509874, 40.7910505], [-73.9509596, 40.7910521], [-73.950944, 40.7910447], [-73.9507746, 40.7912727], [-73.9507703, 40.7912785], [-73.9507667, 40.7912834], [-73.9505848, 40.791528], [-73.9505806, 40.7915337], [-73.9505762, 40.7915396], [-73.9504785, 40.791671], [-73.9506221, 40.7917308], [-73.950643, 40.7917022], [-73.9506442, 40.7916937], [-73.9506458, 40.7916866], [-73.9506513, 40.7916803], [-73.9506593, 40.7916746], [-73.950668, 40.7916711], [-73.9506778, 40.7916695], [-73.9506867, 40.791671], [-73.95071, 40.7916789], [-73.9511216, 40.7911217], [-73.951106, 40.791111], [-73.9510959, 40.7911007], [-73.9510891, 40.7910921], [-73.9510871, 40.7910841], [-73.9510868, 40.7910742], [-73.9510906, 40.7910578], [-73.9510557, 40.7910424], [-73.9510302, 40.7910312]]",LineString,"[-73.95080005, 40.791381]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9397426, 40.7875796], [-73.9398112, 40.7877574], [-73.939684, 40.7877926], [-73.9395856, 40.7877809], [-73.9395655, 40.7877844], [-73.9395128, 40.7876355], [-73.9397426, 40.7875796]]",LineString,"[-73.939662, 40.7876861]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9392644, 40.7889155], [-73.939167, 40.7890493], [-73.9395436, 40.7892103], [-73.9395878, 40.7891781], [-73.9395935, 40.7891757], [-73.9395994, 40.7891791], [-73.9395982, 40.7892144], [-73.939593, 40.7892308], [-73.9395699, 40.7892654], [-73.9396303, 40.7892912], [-73.939665, 40.78925], [-73.9396877, 40.7892352], [-73.9397301, 40.789223], [-73.9397585, 40.7892227], [-73.9397672, 40.7892243], [-73.9398034, 40.789177], [-73.9397416, 40.7891491], [-73.9397583, 40.7891275], [-73.9392644, 40.7889155]]",LineString,"[-73.93948520000001, 40.789103350000005]"
75,parking,Unnamed,N/A,96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),N/A,N/A,surface,"[[-73.9402656, 40.7876632], [-73.9403807, 40.7876393], [-73.9404965, 40.7875908], [-73.9404357, 40.7874284], [-73.9402969, 40.7874558], [-73.940309, 40.7874792], [-73.9403012, 40.7874933], [-73.940212, 40.7875133], [-73.9402656, 40.7876632]]",LineString,"[-73.94035425, 40.787545800000004]"
75,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9517954, 40.7919459], [-73.951674, 40.7918958], [-73.9513162, 40.7917481], [-73.9514466, 40.7915549], [-73.9519269, 40.7917656], [-73.9517954, 40.7919459]]",LineString,"[-73.95162155, 40.7917504]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9449792, 40.7989748], [-73.9445035, 40.7987723], [-73.9446052, 40.7986349], [-73.945076, 40.7988379], [-73.9449792, 40.7989748]]",LineString,"[-73.94478975, 40.79880485]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9460436, 40.7975099], [-73.9455646, 40.7973082], [-73.9456785, 40.7971552], [-73.9461588, 40.7973575], [-73.9460436, 40.7975099]]",LineString,"[-73.9458617, 40.79733255]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.944995, 40.7982341], [-73.944616, 40.798071], [-73.9449447, 40.7976172], [-73.9453246, 40.7977771], [-73.944995, 40.7982341]]",LineString,"[-73.9449703, 40.797925649999996]"
75,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9481037, 40.7972841], [-73.9478876, 40.7972009], [-73.9475448, 40.7976676], [-73.947656, 40.7977201], [-73.9477541, 40.7977654], [-73.9481037, 40.7972841]]",LineString,"[-73.94782425, 40.797483150000005]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9427469, 40.8009509], [-73.9427693, 40.8009199], [-73.9424571, 40.8007942], [-73.9421486, 40.8012054], [-73.9424374, 40.8013269], [-73.9424609, 40.8013372], [-73.9425364, 40.8012329], [-73.9426566, 40.8010719], [-73.9427469, 40.8009509]]",LineString,"[-73.94245895, 40.801065699999995]"
74,parking,Unnamed,N/A,Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),N/A,N/A,N/A,"[[-73.9423055, 40.8015578], [-73.9422795, 40.8015843], [-73.9421786, 40.8017233], [-73.9420723, 40.8018697], [-73.9419926, 40.8019796], [-73.9419709, 40.802021], [-73.9416582, 40.8018964], [-73.9420009, 40.801426], [-73.9423055, 40.8015578]]",LineString,"[-73.94198185, 40.8017235]"
232,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9891297, 40.7126098], [-73.9890533, 40.7120781], [-73.9890425, 40.71207], [-73.9890251, 40.712069], [-73.9887971, 40.7120883], [-73.9887877, 40.7120944], [-73.9887864, 40.7121066], [-73.9888669, 40.7126169], [-73.9888722, 40.712624], [-73.9888883, 40.7126301], [-73.9889098, 40.7126301], [-73.9891297, 40.7126098]]",LineString,"[-73.98895805000001, 40.71234955]"
232,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9891002, 40.7121279], [-73.9890747, 40.7119531], [-73.9890828, 40.7119409], [-73.9890935, 40.7119348], [-73.9891056, 40.7119317], [-73.9896045, 40.7118921], [-73.9896232, 40.7118921], [-73.989634, 40.7118992], [-73.9896434, 40.7119114], [-73.9896695, 40.712074], [-73.9896655, 40.7120822], [-73.9896554, 40.7120903], [-73.989648, 40.7120918], [-73.9891217, 40.7121355], [-73.9891089, 40.7121361], [-73.9891029, 40.712133], [-73.9891002, 40.7121279]]",LineString,"[-73.9893721, 40.712014100000005]"
148,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9943994, 40.7151001], [-73.9944224, 40.7150642], [-73.9942775, 40.7148451], [-73.9942641, 40.7148344], [-73.9942076, 40.7148199], [-73.9941884, 40.7148606], [-73.9941464, 40.7148491], [-73.9940683, 40.7150027], [-73.9940792, 40.7150059], [-73.9943994, 40.7151001]]",LineString,"[-73.99424535, 40.714960000000005]"
232,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9857678, 40.712416], [-73.9851233, 40.7124702], [-73.9850928, 40.7122686], [-73.9857426, 40.712216], [-73.9857678, 40.712416]]",LineString,"[-73.9854303, 40.7123431]"
232,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9866857, 40.7123419], [-73.9861159, 40.7123874], [-73.9860864, 40.7121817], [-73.9866542, 40.7121331], [-73.9866694, 40.7122336], [-73.9866857, 40.7123419]]",LineString,"[-73.98638605, 40.71226025]"
234,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,surface,"[[[[-73.9907821, 40.7438372], [-73.9901834, 40.7435747], [-73.9900056, 40.7438199], [-73.9901427, 40.7438741], [-73.9902999, 40.7439419], [-73.9906073, 40.7440744], [-73.9907821, 40.7438372]]]]",MultiPolygon,"[-73.99040044285714, 40.743851342857155]"
142,parking,"Alfred Car Park, LLC",GGMC,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),Mo-Su 06:00-01:00,-1.0,underground,"[[-73.9863357, 40.7718931], [-73.98636, 40.77186], [-73.9864868, 40.7716869], [-73.986228, 40.7715782], [-73.986153, 40.7715466], [-73.9861414, 40.7715624], [-73.9860428, 40.7716981], [-73.9860273, 40.7716916], [-73.9860213, 40.7717002], [-73.9860156, 40.7717078], [-73.9859756, 40.7717608], [-73.9859651, 40.7717742], [-73.9860023, 40.7717906], [-73.9860377, 40.7718057], [-73.9860589, 40.7717768], [-73.9863357, 40.7718931]]",LineString,"[-73.98622595, 40.77171985]"
50,parking,Unnamed,N/A,Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),N/A,N/A,N/A,"[[-73.9909314, 40.7688043], [-73.9907437, 40.7690633], [-73.991087, 40.7692116], [-73.9911272, 40.7691567], [-73.9911849, 40.7691771], [-73.9913338, 40.7689739], [-73.9909314, 40.7688043]]",LineString,"[-73.99103875, 40.76900795]"
